Date,Resource_ID,Department,Service_Type,Region,Daily_Cost_USD,Avg_CPU_Utilization_Pct
2026-04-09,res-1036,Development,Storage (S3/Blob),ap-south-1,31.11,0.0
2026-04-09,res-1037,Development,Database (RDS/SQL),ap-south-1,105.75,56.96
2026-04-09,res-1038,Testing,Networking,us-west-2,34.32,0.0
2026-04-09,res-1039,Testing,Networking,us-east-1,32.32,0.0
2026-04-09,res-1040,Development,Networking,us-east-1,49.03,0.0
2026-04-09,res-1041,Data Science,Compute (EC2/VMs),us-west-2,112.71,53.58
2026-04-09,res-1042,Testing,Compute (EC2/VMs),ap-south-1,141.57,38.78
2026-04-09,res-1043,Development,Compute (EC2/VMs),ap-south-1,125.11,35.41
2026-04-09,res-1044,Data Science,Networking,us-east-1,51.92,0.0
2026-04-09,res-1045,Production,Compute (EC2/VMs),eu-west-1,53.73,28.14
2026-04-09,res-1046,Production,Compute (EC2/VMs),us-east-1,108.12,22.02
2026-04-09,res-1047,Testing,Compute (EC2/VMs),ap-south-1,49.79,29.42
2026-04-09,res-1048,Production,Networking,ap-south-1,43.95,0.0
2026-04-09,res-1049,Data Science,Database (RDS/SQL),eu-west-1,272.35,43.73
2026-04-09,res-1050,Testing,Compute (EC2/VMs),ap-south-1,127.62,48.48
2026-04-10,res-1001,Testing,Networking,us-east-1,13.45,0.0
2026-04-10,res-1002,Testing,Database (RDS/SQL),ap-south-1,75.12,37.72
2026-04-10,res-1003,Production,Compute (EC2/VMs),eu-west-1,62.61,22.65
2026-04-10,res-1004,Development,Database (RDS/SQL),eu-west-1,166.56,43.32
2026-04-10,res-1005,Testing,Database (RDS/SQL),ap-south-1,360.78,3.2
2026-04-10,res-1006,Production,Networking,ap-south-1,59.26,0.0
2026-04-10,res-1007,Data Science,Database (RDS/SQL),us-west-2,123.81,42.24
2026-04-10,res-1008,Production,Storage (S3/Blob),ap-south-1,34.94,0.0
2026-04-10,res-1009,Data Science,Storage (S3/Blob),us-west-2,25.28,0.0
2026-04-10,res-1010,Development,Networking,ap-south-1,49.48,0.0
2026-04-10,res-1011,Production,Compute (EC2/VMs),ap-south-1,73.88,52.24
2026-04-10,res-1012,Development,Storage (S3/Blob),us-east-1,397.87,3.4
2026-04-10,res-1013,Data Science,Compute (EC2/VMs),us-east-1,132.95,60.54
2026-04-10,res-1014,Testing,Database (RDS/SQL),eu-west-1,96.51,11.55
2026-04-10,res-1015,Development,Networking,ap-south-1,53.23,0.0
2026-04-10,res-1016,Data Science,Networking,eu-west-1,29.82,0.0
2026-04-10,res-1017,Development,Storage (S3/Blob),eu-west-1,14.24,0.0
2026-04-10,res-1018,Development,Database (RDS/SQL),ap-south-1,190.42,31.04
2026-04-10,res-1019,Testing,Networking,ap-south-1,42.58,0.0
2026-04-10,res-1020,Production,Database (RDS/SQL),us-east-1,170.95,44.86
2026-04-10,res-1021,Testing,Database (RDS/SQL),us-east-1,263.36,19.78
2026-04-10,res-1022,Production,Database (RDS/SQL),us-west-2,132.36,31.84
2026-04-10,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,145.07,34.23
2026-04-10,res-1024,Development,Storage (S3/Blob),us-west-2,18.34,0.0
2026-04-10,res-1025,Production,Storage (S3/Blob),us-east-1,27.87,0.0
2026-04-10,res-1026,Development,Networking,ap-south-1,30.96,0.0
2026-04-10,res-1027,Testing,Networking,eu-west-1,57.56,0.0
2026-04-10,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,136.28,46.07
2026-04-10,res-1029,Testing,Database (RDS/SQL),us-west-2,211.19,12.9
2026-04-10,res-1030,Production,Networking,us-west-2,44.79,0.0
2026-04-10,res-1031,Data Science,Networking,us-west-2,45.36,0.0
2026-04-10,res-1032,Development,Storage (S3/Blob),us-west-2,17.57,0.0
2026-04-10,res-1033,Development,Networking,us-west-2,20.98,0.0
2026-04-10,res-1034,Production,Database (RDS/SQL),us-west-2,278.77,31.34
2026-04-10,res-1035,Development,Networking,us-west-2,42.69,0.0
2026-04-10,res-1036,Development,Storage (S3/Blob),ap-south-1,6.17,0.0
2026-04-10,res-1037,Development,Database (RDS/SQL),ap-south-1,153.52,50.86
2026-04-10,res-1038,Testing,Networking,us-west-2,29.38,0.0
2026-04-10,res-1039,Testing,Networking,us-east-1,40.16,0.0
2026-04-10,res-1040,Development,Networking,us-east-1,20.49,0.0
2026-04-10,res-1041,Data Science,Compute (EC2/VMs),us-west-2,74.15,79.21
2026-04-10,res-1042,Testing,Compute (EC2/VMs),ap-south-1,93.64,77.15
2026-04-10,res-1043,Development,Compute (EC2/VMs),ap-south-1,137.26,80.53
2026-04-10,res-1044,Data Science,Networking,us-east-1,54.77,0.0
2026-04-10,res-1045,Production,Compute (EC2/VMs),eu-west-1,20.43,79.72
2026-04-10,res-1046,Production,Compute (EC2/VMs),us-east-1,37.87,8.19
2026-04-10,res-1047,Testing,Compute (EC2/VMs),ap-south-1,27.2,32.91
2026-04-10,res-1048,Production,Networking,ap-south-1,41.04,0.0
2026-04-10,res-1049,Data Science,Database (RDS/SQL),eu-west-1,150.58,11.28
2026-04-10,res-1050,Testing,Compute (EC2/VMs),ap-south-1,81.94,40.37
2026-04-11,res-1001,Testing,Networking,us-east-1,47.84,0.0
2026-04-11,res-1002,Testing,Database (RDS/SQL),ap-south-1,119.9,20.88
2026-04-11,res-1003,Production,Compute (EC2/VMs),eu-west-1,53.27,29.3
2026-04-11,res-1004,Development,Database (RDS/SQL),eu-west-1,199.79,33.58
2026-04-11,res-1005,Testing,Database (RDS/SQL),ap-south-1,305.64,3.92
2026-04-11,res-1006,Production,Networking,ap-south-1,21.65,0.0
2026-04-11,res-1007,Data Science,Database (RDS/SQL),us-west-2,254.52,45.41
2026-04-11,res-1008,Production,Storage (S3/Blob),ap-south-1,5.19,0.0
2026-04-11,res-1009,Data Science,Storage (S3/Blob),us-west-2,39.76,0.0
2026-04-11,res-1010,Development,Networking,ap-south-1,47.82,0.0
2026-04-11,res-1011,Production,Compute (EC2/VMs),ap-south-1,108.72,37.43
2026-04-11,res-1012,Development,Storage (S3/Blob),us-east-1,287.99,1.11
2026-04-11,res-1013,Data Science,Compute (EC2/VMs),us-east-1,128.68,76.72
2026-04-11,res-1014,Testing,Database (RDS/SQL),eu-west-1,90.62,49.35
2026-04-11,res-1015,Development,Networking,ap-south-1,47.06,0.0
2026-04-11,res-1016,Data Science,Networking,eu-west-1,18.92,0.0
2026-04-11,res-1017,Development,Storage (S3/Blob),eu-west-1,19.76,0.0
2026-04-11,res-1018,Development,Database (RDS/SQL),ap-south-1,155.69,48.0
2026-04-11,res-1019,Testing,Networking,ap-south-1,51.88,0.0
2026-04-11,res-1020,Production,Database (RDS/SQL),us-east-1,73.69,38.15
2026-04-11,res-1021,Testing,Database (RDS/SQL),us-east-1,240.44,49.31
2026-04-11,res-1022,Production,Database (RDS/SQL),us-west-2,87.0,36.28
2026-04-11,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,131.48,30.48
2026-04-11,res-1024,Development,Storage (S3/Blob),us-west-2,19.88,0.0
2026-04-11,res-1025,Production,Storage (S3/Blob),us-east-1,33.15,0.0
2026-04-11,res-1026,Development,Networking,ap-south-1,14.47,0.0
2026-04-11,res-1027,Testing,Networking,eu-west-1,52.97,0.0
2026-04-11,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,60.45,5.12
2026-04-11,res-1029,Testing,Database (RDS/SQL),us-west-2,108.54,14.48
2026-04-11,res-1030,Production,Networking,us-west-2,14.62,0.0
2026-04-11,res-1031,Data Science,Networking,us-west-2,44.64,0.0
2026-04-11,res-1032,Development,Storage (S3/Blob),us-west-2,12.49,0.0
2026-04-11,res-1033,Development,Networking,us-west-2,56.74,0.0
2026-04-11,res-1034,Production,Database (RDS/SQL),us-west-2,179.11,33.0
2026-04-11,res-1035,Development,Networking,us-west-2,31.71,0.0
2026-04-11,res-1036,Development,Storage (S3/Blob),ap-south-1,29.24,0.0
2026-04-11,res-1037,Development,Database (RDS/SQL),ap-south-1,163.07,16.43
2026-04-11,res-1038,Testing,Networking,us-west-2,54.01,0.0
2026-04-11,res-1039,Testing,Networking,us-east-1,31.42,0.0
2026-04-11,res-1040,Development,Networking,us-east-1,13.7,0.0
2026-04-11,res-1041,Data Science,Compute (EC2/VMs),us-west-2,88.82,56.79
2026-04-11,res-1042,Testing,Compute (EC2/VMs),ap-south-1,55.83,69.03
2026-04-11,res-1043,Development,Compute (EC2/VMs),ap-south-1,107.07,57.03
2026-04-11,res-1044,Data Science,Networking,us-east-1,31.04,0.0
2026-04-11,res-1045,Production,Compute (EC2/VMs),eu-west-1,145.05,26.94
2026-04-11,res-1046,Production,Compute (EC2/VMs),us-east-1,95.1,29.72
2026-04-11,res-1047,Testing,Compute (EC2/VMs),ap-south-1,116.82,8.82
2026-04-11,res-1048,Production,Networking,ap-south-1,12.29,0.0
2026-04-11,res-1049,Data Science,Database (RDS/SQL),eu-west-1,252.72,31.71
2026-04-11,res-1050,Testing,Compute (EC2/VMs),ap-south-1,64.35,53.6
2026-04-12,res-1001,Testing,Networking,us-east-1,45.09,0.0
2026-04-12,res-1002,Testing,Database (RDS/SQL),ap-south-1,100.3,19.27
2026-04-12,res-1003,Production,Compute (EC2/VMs),eu-west-1,144.56,52.17
2026-04-12,res-1004,Development,Database (RDS/SQL),eu-west-1,147.53,50.07
2026-04-12,res-1005,Testing,Database (RDS/SQL),ap-south-1,281.01,2.19
2026-04-12,res-1006,Production,Networking,ap-south-1,52.99,0.0
2026-04-12,res-1007,Data Science,Database (RDS/SQL),us-west-2,65.36,20.93
2026-04-12,res-1008,Production,Storage (S3/Blob),ap-south-1,36.26,0.0
2026-04-12,res-1009,Data Science,Storage (S3/Blob),us-west-2,9.26,0.0
2026-04-12,res-1010,Development,Networking,ap-south-1,41.48,0.0
2026-04-12,res-1011,Production,Compute (EC2/VMs),ap-south-1,47.76,53.47
2026-04-12,res-1012,Development,Storage (S3/Blob),us-east-1,265.25,2.75
2026-04-12,res-1013,Data Science,Compute (EC2/VMs),us-east-1,108.8,59.42
2026-04-12,res-1014,Testing,Database (RDS/SQL),eu-west-1,209.26,35.01
2026-04-12,res-1015,Development,Networking,ap-south-1,35.97,0.0
2026-04-12,res-1016,Data Science,Networking,eu-west-1,41.78,0.0
2026-04-12,res-1017,Development,Storage (S3/Blob),eu-west-1,29.16,0.0
2026-04-12,res-1018,Development,Database (RDS/SQL),ap-south-1,213.72,39.35
2026-04-12,res-1019,Testing,Networking,ap-south-1,17.79,0.0
2026-04-12,res-1020,Production,Database (RDS/SQL),us-east-1,102.65,23.01
2026-04-12,res-1021,Testing,Database (RDS/SQL),us-east-1,279.92,47.97
2026-04-12,res-1022,Production,Database (RDS/SQL),us-west-2,188.22,22.6
2026-04-12,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,34.42,76.9
2026-04-12,res-1024,Development,Storage (S3/Blob),us-west-2,36.24,0.0
2026-04-12,res-1025,Production,Storage (S3/Blob),us-east-1,8.87,0.0
2026-04-12,res-1026,Development,Networking,ap-south-1,49.86,0.0
2026-04-12,res-1027,Testing,Networking,eu-west-1,32.33,0.0
2026-04-12,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,62.12,64.13
2026-04-12,res-1029,Testing,Database (RDS/SQL),us-west-2,203.58,49.0
2026-04-12,res-1030,Production,Networking,us-west-2,13.72,0.0
2026-04-12,res-1031,Data Science,Networking,us-west-2,25.93,0.0
2026-04-12,res-1032,Development,Storage (S3/Blob),us-west-2,16.18,0.0
2026-04-12,res-1033,Development,Networking,us-west-2,26.49,0.0
2026-04-12,res-1034,Production,Database (RDS/SQL),us-west-2,175.62,24.15
2026-04-12,res-1035,Development,Networking,us-west-2,32.22,0.0
2026-04-12,res-1036,Development,Storage (S3/Blob),ap-south-1,17.87,0.0
2026-04-12,res-1037,Development,Database (RDS/SQL),ap-south-1,233.82,40.18
2026-04-12,res-1038,Testing,Networking,us-west-2,42.68,0.0
2026-04-12,res-1039,Testing,Networking,us-east-1,20.53,0.0
2026-04-12,res-1040,Development,Networking,us-east-1,26.28,0.0
2026-04-12,res-1041,Data Science,Compute (EC2/VMs),us-west-2,22.75,13.67
2026-04-12,res-1042,Testing,Compute (EC2/VMs),ap-south-1,54.46,10.24
2026-04-12,res-1043,Development,Compute (EC2/VMs),ap-south-1,98.34,84.85
2026-04-12,res-1044,Data Science,Networking,us-east-1,15.04,0.0
2026-04-12,res-1045,Production,Compute (EC2/VMs),eu-west-1,126.76,14.51
2026-04-12,res-1046,Production,Compute (EC2/VMs),us-east-1,107.09,56.45
2026-04-12,res-1047,Testing,Compute (EC2/VMs),ap-south-1,137.35,14.12
2026-04-12,res-1048,Production,Networking,ap-south-1,25.77,0.0
2026-04-12,res-1049,Data Science,Database (RDS/SQL),eu-west-1,72.69,30.37
2026-04-12,res-1050,Testing,Compute (EC2/VMs),ap-south-1,138.51,67.52
2026-04-13,res-1001,Testing,Networking,us-east-1,46.15,0.0
2026-04-13,res-1002,Testing,Database (RDS/SQL),ap-south-1,183.26,54.17
2026-04-13,res-1003,Production,Compute (EC2/VMs),eu-west-1,78.43,16.97
2026-04-13,res-1004,Development,Database (RDS/SQL),eu-west-1,259.4,23.98
2026-04-13,res-1005,Testing,Database (RDS/SQL),ap-south-1,341.36,2.82
2026-04-13,res-1006,Production,Networking,ap-south-1,23.01,0.0
2026-04-13,res-1007,Data Science,Database (RDS/SQL),us-west-2,231.8,48.68
2026-04-13,res-1008,Production,Storage (S3/Blob),ap-south-1,37.22,0.0
2026-04-13,res-1009,Data Science,Storage (S3/Blob),us-west-2,25.47,0.0
2026-04-13,res-1010,Development,Networking,ap-south-1,48.97,0.0
2026-04-13,res-1011,Production,Compute (EC2/VMs),ap-south-1,117.9,25.62
2026-04-13,res-1012,Development,Storage (S3/Blob),us-east-1,321.77,1.06
2026-04-13,res-1013,Data Science,Compute (EC2/VMs),us-east-1,58.66,42.91
2026-04-13,res-1014,Testing,Database (RDS/SQL),eu-west-1,77.02,16.31
2026-04-13,res-1015,Development,Networking,ap-south-1,33.16,0.0
2026-04-13,res-1016,Data Science,Networking,eu-west-1,46.55,0.0
2026-04-13,res-1017,Development,Storage (S3/Blob),eu-west-1,34.18,0.0
2026-04-13,res-1018,Development,Database (RDS/SQL),ap-south-1,186.58,33.74
2026-04-13,res-1019,Testing,Networking,ap-south-1,29.21,0.0
2026-04-13,res-1020,Production,Database (RDS/SQL),us-east-1,98.24,17.33
2026-04-13,res-1021,Testing,Database (RDS/SQL),us-east-1,247.97,33.25
2026-04-13,res-1022,Production,Database (RDS/SQL),us-west-2,247.58,45.2
2026-04-13,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,45.21,45.82
2026-04-13,res-1024,Development,Storage (S3/Blob),us-west-2,20.54,0.0
2026-04-13,res-1025,Production,Storage (S3/Blob),us-east-1,19.84,0.0
2026-04-13,res-1026,Development,Networking,ap-south-1,37.13,0.0
2026-04-13,res-1027,Testing,Networking,eu-west-1,59.1,0.0
2026-04-13,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,125.68,77.3
2026-04-13,res-1029,Testing,Database (RDS/SQL),us-west-2,57.41,17.02
2026-04-13,res-1030,Production,Networking,us-west-2,14.24,0.0
2026-04-13,res-1031,Data Science,Networking,us-west-2,23.16,0.0
2026-04-13,res-1032,Development,Storage (S3/Blob),us-west-2,20.47,0.0
2026-04-13,res-1033,Development,Networking,us-west-2,42.1,0.0
2026-04-13,res-1034,Production,Database (RDS/SQL),us-west-2,175.21,55.16
2026-04-13,res-1035,Development,Networking,us-west-2,56.99,0.0
2026-04-13,res-1036,Development,Storage (S3/Blob),ap-south-1,10.72,0.0
2026-04-13,res-1037,Development,Database (RDS/SQL),ap-south-1,263.23,34.09
2026-04-13,res-1038,Testing,Networking,us-west-2,32.67,0.0
2026-04-13,res-1039,Testing,Networking,us-east-1,49.25,0.0
2026-04-13,res-1040,Development,Networking,us-east-1,14.66,0.0
2026-04-13,res-1041,Data Science,Compute (EC2/VMs),us-west-2,134.72,58.67
2026-04-13,res-1042,Testing,Compute (EC2/VMs),ap-south-1,133.78,84.56
2026-04-13,res-1043,Development,Compute (EC2/VMs),ap-south-1,87.34,12.46
2026-04-13,res-1044,Data Science,Networking,us-east-1,18.33,0.0
2026-04-13,res-1045,Production,Compute (EC2/VMs),eu-west-1,62.07,13.28
2026-04-13,res-1046,Production,Compute (EC2/VMs),us-east-1,125.99,28.75
2026-04-13,res-1047,Testing,Compute (EC2/VMs),ap-south-1,146.87,61.21
2026-04-13,res-1048,Production,Networking,ap-south-1,18.67,0.0
2026-04-13,res-1049,Data Science,Database (RDS/SQL),eu-west-1,169.01,33.34
2026-04-13,res-1050,Testing,Compute (EC2/VMs),ap-south-1,84.03,47.86
2026-04-14,res-1001,Testing,Networking,us-east-1,11.56,0.0
2026-04-14,res-1002,Testing,Database (RDS/SQL),ap-south-1,221.58,34.36
2026-04-14,res-1003,Production,Compute (EC2/VMs),eu-west-1,122.83,70.23
2026-04-14,res-1004,Development,Database (RDS/SQL),eu-west-1,107.63,12.42
2026-04-14,res-1005,Testing,Database (RDS/SQL),ap-south-1,317.0,1.78
2026-04-14,res-1006,Production,Networking,ap-south-1,17.83,0.0
2026-04-14,res-1007,Data Science,Database (RDS/SQL),us-west-2,121.86,26.4
2026-04-14,res-1008,Production,Storage (S3/Blob),ap-south-1,19.84,0.0
2026-04-14,res-1009,Data Science,Storage (S3/Blob),us-west-2,27.94,0.0
2026-04-14,res-1010,Development,Networking,ap-south-1,23.66,0.0
2026-04-14,res-1011,Production,Compute (EC2/VMs),ap-south-1,26.63,34.86
2026-04-14,res-1012,Development,Storage (S3/Blob),us-east-1,324.75,3.89
2026-04-14,res-1013,Data Science,Compute (EC2/VMs),us-east-1,85.47,27.07
2026-04-14,res-1014,Testing,Database (RDS/SQL),eu-west-1,98.33,44.73
2026-04-14,res-1015,Development,Networking,ap-south-1,36.82,0.0
2026-04-14,res-1016,Data Science,Networking,eu-west-1,40.2,0.0
2026-04-14,res-1017,Development,Storage (S3/Blob),eu-west-1,31.43,0.0
2026-04-14,res-1018,Development,Database (RDS/SQL),ap-south-1,231.48,12.17
2026-04-14,res-1019,Testing,Networking,ap-south-1,50.13,0.0
2026-04-14,res-1020,Production,Database (RDS/SQL),us-east-1,183.18,29.59
2026-04-14,res-1021,Testing,Database (RDS/SQL),us-east-1,184.38,40.62
2026-04-14,res-1022,Production,Database (RDS/SQL),us-west-2,87.38,30.87
2026-04-14,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,63.63,33.03
2026-04-14,res-1024,Development,Storage (S3/Blob),us-west-2,8.2,0.0
2026-04-14,res-1025,Production,Storage (S3/Blob),us-east-1,10.59,0.0
2026-04-14,res-1026,Development,Networking,ap-south-1,18.09,0.0
2026-04-14,res-1027,Testing,Networking,eu-west-1,28.66,0.0
2026-04-14,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,136.28,21.48
2026-04-14,res-1029,Testing,Database (RDS/SQL),us-west-2,154.05,25.58
2026-04-14,res-1030,Production,Networking,us-west-2,49.37,0.0
2026-04-14,res-1031,Data Science,Networking,us-west-2,12.51,0.0
2026-04-14,res-1032,Development,Storage (S3/Blob),us-west-2,11.88,0.0
2026-04-14,res-1033,Development,Networking,us-west-2,20.53,0.0
2026-04-14,res-1034,Production,Database (RDS/SQL),us-west-2,298.24,38.54
2026-04-14,res-1035,Development,Networking,us-west-2,16.95,0.0
2026-04-14,res-1036,Development,Storage (S3/Blob),ap-south-1,14.53,0.0
2026-04-14,res-1037,Development,Database (RDS/SQL),ap-south-1,91.96,16.23
2026-04-14,res-1038,Testing,Networking,us-west-2,49.86,0.0
2026-04-14,res-1039,Testing,Networking,us-east-1,34.79,0.0
2026-04-14,res-1040,Development,Networking,us-east-1,41.56,0.0
2026-04-14,res-1041,Data Science,Compute (EC2/VMs),us-west-2,63.06,49.3
2026-04-14,res-1042,Testing,Compute (EC2/VMs),ap-south-1,53.48,29.64
2026-04-14,res-1043,Development,Compute (EC2/VMs),ap-south-1,104.79,17.03
2026-04-14,res-1044,Data Science,Networking,us-east-1,40.86,0.0
2026-04-14,res-1045,Production,Compute (EC2/VMs),eu-west-1,130.79,14.63
2026-04-14,res-1046,Production,Compute (EC2/VMs),us-east-1,136.67,11.36
2026-04-14,res-1047,Testing,Compute (EC2/VMs),ap-south-1,65.36,53.84
2026-04-14,res-1048,Production,Networking,ap-south-1,37.97,0.0
2026-04-14,res-1049,Data Science,Database (RDS/SQL),eu-west-1,74.1,49.95
2026-04-14,res-1050,Testing,Compute (EC2/VMs),ap-south-1,146.51,19.5
2026-04-15,res-1001,Testing,Networking,us-east-1,54.76,0.0
2026-04-15,res-1002,Testing,Database (RDS/SQL),ap-south-1,189.2,56.8
2026-04-15,res-1003,Production,Compute (EC2/VMs),eu-west-1,42.89,68.36
2026-04-15,res-1004,Development,Database (RDS/SQL),eu-west-1,64.95,54.16
2026-04-15,res-1005,Testing,Database (RDS/SQL),ap-south-1,278.57,3.45
2026-04-15,res-1006,Production,Networking,ap-south-1,40.16,0.0
2026-04-15,res-1007,Data Science,Database (RDS/SQL),us-west-2,140.1,32.19
2026-04-15,res-1008,Production,Storage (S3/Blob),ap-south-1,33.93,0.0
2026-04-15,res-1009,Data Science,Storage (S3/Blob),us-west-2,16.86,0.0
2026-04-15,res-1010,Development,Networking,ap-south-1,14.48,0.0
2026-04-15,res-1011,Production,Compute (EC2/VMs),ap-south-1,138.47,35.99
2026-04-15,res-1012,Development,Storage (S3/Blob),us-east-1,280.66,3.69
2026-04-15,res-1013,Data Science,Compute (EC2/VMs),us-east-1,48.28,55.93
2026-04-15,res-1014,Testing,Database (RDS/SQL),eu-west-1,270.19,11.75
2026-04-15,res-1015,Development,Networking,ap-south-1,51.44,0.0
2026-04-15,res-1016,Data Science,Networking,eu-west-1,30.53,0.0
2026-04-15,res-1017,Development,Storage (S3/Blob),eu-west-1,28.03,0.0
2026-04-15,res-1018,Development,Database (RDS/SQL),ap-south-1,143.1,44.78
2026-04-15,res-1019,Testing,Networking,ap-south-1,22.71,0.0
2026-04-15,res-1020,Production,Database (RDS/SQL),us-east-1,55.48,57.39
2026-04-15,res-1021,Testing,Database (RDS/SQL),us-east-1,54.09,51.2
2026-04-15,res-1022,Production,Database (RDS/SQL),us-west-2,92.28,29.61
2026-04-15,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,126.92,21.47
2026-04-15,res-1024,Development,Storage (S3/Blob),us-west-2,35.3,0.0
2026-04-15,res-1025,Production,Storage (S3/Blob),us-east-1,22.42,0.0
2026-04-15,res-1026,Development,Networking,ap-south-1,28.31,0.0
2026-04-15,res-1027,Testing,Networking,eu-west-1,43.12,0.0
2026-04-15,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,64.38,32.78
2026-04-15,res-1029,Testing,Database (RDS/SQL),us-west-2,233.38,25.49
2026-04-15,res-1030,Production,Networking,us-west-2,20.04,0.0
2026-04-15,res-1031,Data Science,Networking,us-west-2,50.38,0.0
2026-04-15,res-1032,Development,Storage (S3/Blob),us-west-2,33.19,0.0
2026-04-15,res-1033,Development,Networking,us-west-2,34.88,0.0
2026-04-15,res-1034,Production,Database (RDS/SQL),us-west-2,181.66,44.8
2026-04-15,res-1035,Development,Networking,us-west-2,35.46,0.0
2026-04-15,res-1036,Development,Storage (S3/Blob),ap-south-1,19.6,0.0
2026-04-15,res-1037,Development,Database (RDS/SQL),ap-south-1,298.72,17.38
2026-04-15,res-1038,Testing,Networking,us-west-2,39.64,0.0
2026-04-15,res-1039,Testing,Networking,us-east-1,54.29,0.0
2026-04-15,res-1040,Development,Networking,us-east-1,44.36,0.0
2026-04-15,res-1041,Data Science,Compute (EC2/VMs),us-west-2,134.52,31.91
2026-04-15,res-1042,Testing,Compute (EC2/VMs),ap-south-1,55.36,73.1
2026-04-15,res-1043,Development,Compute (EC2/VMs),ap-south-1,71.23,61.77
2026-04-15,res-1044,Data Science,Networking,us-east-1,17.39,0.0
2026-04-15,res-1045,Production,Compute (EC2/VMs),eu-west-1,118.26,48.92
2026-04-15,res-1046,Production,Compute (EC2/VMs),us-east-1,54.92,44.56
2026-04-15,res-1047,Testing,Compute (EC2/VMs),ap-south-1,110.6,5.95
2026-04-15,res-1048,Production,Networking,ap-south-1,41.87,0.0
2026-04-15,res-1049,Data Science,Database (RDS/SQL),eu-west-1,185.4,21.01
2026-04-15,res-1050,Testing,Compute (EC2/VMs),ap-south-1,117.89,29.28
2026-04-16,res-1001,Testing,Networking,us-east-1,23.84,0.0
2026-04-16,res-1002,Testing,Database (RDS/SQL),ap-south-1,167.8,43.81
2026-04-16,res-1003,Production,Compute (EC2/VMs),eu-west-1,140.75,16.31
2026-04-16,res-1004,Development,Database (RDS/SQL),eu-west-1,149.12,13.35
2026-04-16,res-1005,Testing,Database (RDS/SQL),ap-south-1,356.04,1.97
2026-04-16,res-1006,Production,Networking,ap-south-1,52.22,0.0
2026-04-16,res-1007,Data Science,Database (RDS/SQL),us-west-2,183.71,57.18
2026-04-16,res-1008,Production,Storage (S3/Blob),ap-south-1,7.76,0.0
2026-04-16,res-1009,Data Science,Storage (S3/Blob),us-west-2,23.0,0.0
2026-04-16,res-1010,Development,Networking,ap-south-1,48.32,0.0
2026-04-16,res-1011,Production,Compute (EC2/VMs),ap-south-1,98.02,6.86
2026-04-16,res-1012,Development,Storage (S3/Blob),us-east-1,294.74,1.75
2026-04-16,res-1013,Data Science,Compute (EC2/VMs),us-east-1,83.14,48.37
2026-04-16,res-1014,Testing,Database (RDS/SQL),eu-west-1,241.57,29.66
2026-04-16,res-1015,Development,Networking,ap-south-1,32.0,0.0
2026-04-16,res-1016,Data Science,Networking,eu-west-1,36.75,0.0
2026-04-16,res-1017,Development,Storage (S3/Blob),eu-west-1,18.8,0.0
2026-04-16,res-1018,Development,Database (RDS/SQL),ap-south-1,278.64,52.56
2026-04-16,res-1019,Testing,Networking,ap-south-1,32.75,0.0
2026-04-16,res-1020,Production,Database (RDS/SQL),us-east-1,50.05,55.05
2026-04-16,res-1021,Testing,Database (RDS/SQL),us-east-1,81.08,22.23
2026-04-16,res-1022,Production,Database (RDS/SQL),us-west-2,88.09,18.99
2026-04-16,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,124.37,51.36
2026-04-16,res-1024,Development,Storage (S3/Blob),us-west-2,38.46,0.0
2026-04-16,res-1025,Production,Storage (S3/Blob),us-east-1,13.1,0.0
2026-04-16,res-1026,Development,Networking,ap-south-1,34.28,0.0
2026-04-16,res-1027,Testing,Networking,eu-west-1,58.87,0.0
2026-04-16,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,127.44,63.29
2026-04-16,res-1029,Testing,Database (RDS/SQL),us-west-2,97.24,48.47
2026-04-16,res-1030,Production,Networking,us-west-2,27.38,0.0
2026-04-16,res-1031,Data Science,Networking,us-west-2,36.53,0.0
2026-04-16,res-1032,Development,Storage (S3/Blob),us-west-2,26.32,0.0
2026-04-16,res-1033,Development,Networking,us-west-2,40.47,0.0
2026-04-16,res-1034,Production,Database (RDS/SQL),us-west-2,231.63,43.09
2026-04-16,res-1035,Development,Networking,us-west-2,13.42,0.0
2026-04-16,res-1036,Development,Storage (S3/Blob),ap-south-1,21.01,0.0
2026-04-16,res-1037,Development,Database (RDS/SQL),ap-south-1,216.01,24.8
2026-04-16,res-1038,Testing,Networking,us-west-2,25.65,0.0
2026-04-16,res-1039,Testing,Networking,us-east-1,16.23,0.0
2026-04-16,res-1040,Development,Networking,us-east-1,30.93,0.0
2026-04-16,res-1041,Data Science,Compute (EC2/VMs),us-west-2,148.29,27.83
2026-04-16,res-1042,Testing,Compute (EC2/VMs),ap-south-1,89.09,64.46
